,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice,tot_liv_area,1.5Fin,1.5Unf,1Story,2.5Fin,2.5Unf,2Story,SFoyer,SLvl,Flat,Gable,Gambrel,Hip,Mansard,Shed,BrkCmn,BrkFace,NA,None,Stone,BrkTil,CBlock,PConc,Slab,Stone,Wood,N,Y
16,902301140,70,RM,34.0,4571,Pave,Grvl,4,Lvl,3,Inside,3,1,Norm,Norm,1Fam,2Story,5,5,1916,1950,Gable,CompShg,1,AsbShng,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,624.0,624.0,GasA,2,N,5,624,720,0,1344,0.0,0.0,1,0,4,1,3,7,8,0,0,Detchd,1916.0,1,3.0,513.0,2,2,3,0,0,96,0,0,0,0,0,NA,0,5,2008,1,98000,1344.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
17,905101490,20,RL,80.0,8816,Pave,NA,4,Lvl,3,Corner,3,1,Feedr,Norm,1Fam,1Story,5,6,1963,1963,Gable,CompShg,3,VinylSd,None,0.0,3,3,PConc,3,3,1,3,651.0,1,0.0,470.0,1121.0,GasA,3,Y,5,1121,0,0,1121,1.0,0.0,1,0,3,1,3,5,8,0,0,Detchd,1963.0,1,2.0,480.0,3,3,3,0,80,0,0,0,0,0,3,NA,0,6,2009,1,139000,1772.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
18,905107140,20,RL,71.0,8197,Pave,NA,4,Lvl,3,Inside,3,1,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,2,Plywood,BrkFace,148.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,660.0,660.0,GasA,5,Y,5,1285,0,0,1285,0.0,0.0,1,1,3,1,3,7,8,1,3,Attchd,1977.0,2,2.0,528.0,3,3,3,138,0,0,0,0,0,0,3,NA,0,4,2007,1,143500,1285.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
19,528458070,60,FV,72.0,8640,Pave,NA,4,Lvl,3,Inside,3,3,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,3,VinylSd,None,0.0,3,3,PConc,4,3,2,6,24.0,1,0.0,732.0,756.0,GasA,5,Y,5,764,783,0,1547,0.0,0.0,2,1,3,1,4,7,8,0,0,Attchd,2009.0,1,2.0,614.0,3,3,3,169,45,0,0,0,0,0,0,NA,0,6,2010,2,215200,1571.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
20,905106150,20,RL,109.0,8724,Pave,NA,4,Lvl,3,Inside,3,1,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,3,VinylSd,None,0.0,3,3,CBlock,4,3,1,4,492.0,1,0.0,402.0,894.0,GasA,4,Y,5,894,0,0,894,0.0,0.0,1,0,3,1,3,5,8,1,1,Attchd,1968.0,3,2.0,450.0,3,3,3,0,0,0,0,0,0,0,0,NA,0,5,2007,1,129000,1386.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
21,527131030,120,RL,40.0,5664,Pave,NA,3,Lvl,3,Inside,3,3,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,3,CmentBd,None,0.0,4,3,PConc,4,3,1,6,1158.0,1,0.0,343.0,1501.0,GasA,5,Y,5,1659,0,0,1659,1.0,0.0,2,0,2,1,5,5,8,1,5,Attchd,2000.0,3,2.0,499.0,3,3,3,212,59,0,0,0,0,0,0,NA,0,10,2009,1,278000,2817.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
22,528142010,60,RL,103.0,12867,Pave,NA,3,Lvl,3,Corner,3,3,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,3,CmentBd,NA,99.69590931493346,4,3,PConc,5,3,3,1,0.0,1,0.0,1209.0,1209.0,GasA,5,Y,5,1209,1044,0,2253,0.0,0.0,2,1,3,1,5,8,8,1,4,Attchd,2005.0,3,2.0,575.0,3,3,3,243,142,0,0,0,0,0,0,NA,0,7,2006,3,344133,2253.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
23,527165230,20,RL,69.05520046484602,7980,Pave,NA,3,Lvl,3,Inside,3,2,Norm,Norm,1Fam,1Story,6,7,1992,2007,Gable,CompShg,1,HdBoard,None,0.0,3,4,PConc,4,3,1,5,935.0,1,0.0,233.0,1168.0,GasA,5,Y,5,1187,0,0,1187,1.0,0.0,2,0,3,1,3,6,8,0,0,Attchd,1992.0,3,2.0,420.0,3,3,3,483,21,0,0,0,0,0,4,Shed,500,3,2010,1,185000,2122.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
24,527250040,190,RL,100.0,34650,Pave,NA,4,Bnk,3,Inside,3,2,Norm,Norm,2fmCon,1Story,5,5,1955,1955,Hip,CompShg,1,Wd Sdng,None,0.0,3,3,CBlock,3,3,2,3,1056.0,1,0.0,0.0,1056.0,GasA,3,N,5,1056,0,0,1056,1.0,0.0,1,0,3,1,3,5,8,0,0,Attchd,1955.0,3,2.0,572.0,3,3,3,264,0,0,0,0,0,0,0,NA,0,1,2006,1,145000,2112.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
25,535104120,20,RL,92.0,10573,Pave,NA,3,Lvl,3,Corner,3,1,Norm,Norm,1Fam,1Story,6,6,1961,1961,Hip,CompShg,1,MetalSd,BrkFace,3.0,3,3,CBlock,3,3,1,3,1312.0,1,0.0,141.0,1453.0,GasA,5,Y,5,1453,0,0,1453,1.0,0.0,2,0,3,1,3,6,8,1,3,Attchd,1961.0,2,2.0,530.0,3,3,3,0,49,0,0,288,0,0,4,NA,0,4,2009,1,187500,2765.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
26,532376160,20,RL,65.0,8450,Pave,NA,4,Lvl,3,Inside,3,1,RRAe,Norm,1Fam,1Story,5,8,1965,2009,Gable,CompShg,1,MetalSd,None,0.0,3,4,CBlock,3,3,1,6,553.0,4,117.0,224.0,894.0,GasA,5,Y,5,894,0,0,894,1.0,0.0,1,0,3,1,3,5,8,1,4,Detchd,1973.0,1,1.0,336.0,3,3,3,416,144,0,0,0,0,0,3,NA,0,4,2010,1,138500,1564.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
27,909277040,50,RL,69.05520046484602,11700,Pave,Grvl,3,HLS,3,Inside,2,3,Norm,Norm,1Fam,1.5Fin,5,6,1937,1995,Gable,CompShg,2,Wd Shng,None,0.0,3,3,CBlock,3,3,1,4,606.0,1,0.0,336.0,942.0,GasA,5,Y,5,1265,673,0,1938,0.0,0.0,2,0,4,1,4,7,6,1,4,Detchd,1937.0,1,1.0,240.0,3,3,3,0,40,0,0,0,0,0,0,NA,0,7,2008,1,198000,2544.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
28,911103060,190,C (all),75.0,8250,Pave,NA,4,Lvl,3,Inside,3,1,Feedr,Norm,2fmCon,2Story,5,6,1895,2006,Gable,CompShg,3,VinylSd,None,0.0,3,4,CBlock,3,3,1,1,0.0,1,0.0,957.0,957.0,GasA,2,N,5,1034,957,0,1991,0.0,0.0,2,0,4,2,3,9,8,0,0,NA,1978.7077955601446,0,0.0,0.0,0,0,1,0,0,133,0,0,0,0,0,NA,0,6,2007,1,119600,1991.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
29,535450190,50,RL,60.0,8064,Pave,NA,4,Lvl,3,Corner,3,1,Artery,Norm,1Fam,1.5Fin,5,7,1949,2006,Gable,CompShg,1,MetalSd,None,0.0,3,4,CBlock,3,3,2,1,0.0,1,0.0,672.0,672.0,GasA,5,Y,5,672,252,0,924,0.0,0.0,1,0,3,1,3,6,8,1,1,Detchd,2003.0,1,2.0,576.0,3,3,3,0,0,0,0,0,0,0,3,Shed,2000,7,2007,1,122900,924.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
30,527355150,20,RL,80.0,9600,Pave,NA,4,Lvl,3,Inside,3,2,PosN,Norm,1Fam,1Story,8,5,1981,1981,Hip,WdShngl,2,BrkFace,None,0.0,4,3,PConc,4,3,1,5,1104.0,1,0.0,1420.0,2524.0,GasA,3,Y,5,2524,0,0,2524,1.0,0.0,2,1,4,1,4,9,8,1,4,Attchd,1981.0,3,2.0,542.0,3,3,3,474,120,0,0,0,0,0,3,NA,0,7,2009,1,278000,3628.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
31,909276010,70,RL,69.05520046484602,11435,Pave,NA,3,HLS,3,Corner,2,3,Norm,Norm,1Fam,2Story,8,7,1929,1950,Gable,CompShg,2,Stucco,None,0.0,3,3,PConc,4,3,1,1,0.0,1,0.0,792.0,792.0,GasA,2,Y,5,792,725,0,1517,0.0,0.0,1,0,3,1,4,7,8,2,4,Detchd,1931.0,1,2.0,400.0,3,3,3,0,0,0,0,0,0,0,0,NA,0,6,2006,1,230000,1517.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
32,533250130,120,RL,30.0,9549,Pave,NA,3,Lvl,3,CulDSac,3,3,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Hip,CompShg,2,BrkFace,None,0.0,4,4,PConc,4,4,3,2,437.0,6,1057.0,0.0,1494.0,GasA,5,Y,5,1494,0,0,1494,1.0,0.0,1,1,2,1,5,6,8,1,4,Attchd,1995.0,3,2.0,481.0,3,3,3,0,30,0,0,216,0,0,0,NA,0,4,2006,1,270000,2988.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
33,535302070,20,RL,60.0,10950,Pave,NA,4,Lvl,3,Inside,3,1,Norm,Norm,1Fam,1Story,6,6,1952,1952,Hip,CompShg,1,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,5,441.0,1,0.0,507.0,948.0,GasA,3,Y,5,948,0,0,948,0.0,0.0,1,0,2,1,3,5,8,0,0,Detchd,1952.0,1,2.0,410.0,3,3,1,0,48,0,0,0,0,0,0,NA,0,4,2007,1,125000,1389.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
34,906340110,20,RL,79.0,10637,Pave,NA,4,Lvl,3,Inside,3,3,Norm,Norm,1Fam,1Story,8,5,2007,2008,Hip,CompShg,3,VinylSd,Stone,336.0,4,3,PConc,5,3,4,6,1288.0,1,0.0,417.0,1705.0,GasA,5,Y,5,1718,0,0,1718,1.0,0.0,2,0,3,1,4,7,8,1,4,Attchd,2007.0,2,3.0,826.0,3,3,3,208,44,0,0,0,0,0,0,NA,0,9,2009,1,297000,3006.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
35,535426150,20,RL,80.0,9000,Pave,NA,3,HLS,3,Inside,2,1,Norm,Norm,1Fam,1Story,6,6,1958,1958,Flat,Tar&Grv,1,Wd Sdng,BrkFace,82.0,3,3,CBlock,4,3,4,1,0.0,1,0.0,160.0,160.0,GasA,2,Y,5,1142,0,0,1142,0.0,0.0,1,0,2,1,3,5,8,1,4,Basment,1958.0,2,1.0,384.0,3,3,3,0,28,64,0,0,0,0,0,NA,0,4,2009,1,113500,1142.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
36,923225240,160,RM,41.0,2665,Pave,NA,4,Lvl,3,Inside,3,1,Norm,Norm,TwnhsE,2Story,5,6,1977,1977,Gable,CompShg,3,CmentBd,None,0.0,3,3,PConc,3,3,1,5,548.0,3,173.0,36.0,757.0,GasA,5,Y,5,925,550,0,1475,0.0,0.0,2,0,4,1,3,6,8,1,3,Attchd,1977.0,2,1.0,336.0,3,3,3,104,26,0,0,0,0,0,0,NA,0,7,2006,1,127000,2196.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
37,527358140,20,RL,105.0,11751,Pave,NA,3,Lvl,3,Inside,3,2,Norm,Norm,1Fam,1Story,6,6,1977,1977,Hip,CompShg,2,Plywood,BrkFace,480.0,3,3,CBlock,4,3,1,4,705.0,1,0.0,1139.0,1844.0,GasA,5,Y,5,1844,0,0,1844,0.0,0.0,2,0,3,1,3,7,8,1,3,Attchd,1977.0,2,2.0,546.0,3,3,3,0,122,0,0,0,0,0,3,NA,0,1,2010,1,190000,2549.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
38,534177210,20,RL,80.0,9600,Pave,NA,4,Lvl,3,Inside,3,2,Norm,Norm,1Fam,1Story,7,6,1973,1973,Hip,CompShg,1,HdBoard,BrkFace,320.0,3,3,CBlock,3,3,1,5,916.0,1,0.0,326.0,1242.0,GasA,2,Y,5,1242,0,0,1242,0.0,0.0,1,1,3,1,3,6,8,1,3,Attchd,1973.0,1,2.0,528.0,3,3,3,0,0,0,0,0,0,0,0,NA,0,9,2007,1,175500,2158.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
39,907135050,20,RL,60.0,8428,Pave,NA,2,Lvl,3,Inside,3,3,Norm,Norm,1Fam,1Story,5,7,1994,1994,Gable,CompShg,3,VinylSd,None,0.0,3,4,PConc,4,4,1,6,420.0,1,0.0,570.0,990.0,GasA,5,Y,5,990,0,0,990,1.0,0.0,1,0,3,1,3,5,8,0,0,Detchd,1995.0,1,1.0,384.0,3,3,3,256,0,0,0,0,0,0,0,NA,0,7,2007,1,146000,1410.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
40,908102260,20,RL,75.0,9937,Pave,NA,4,Lvl,3,Inside,3,1,Norm,Norm,1Fam,1Story,5,6,1965,1965,Gable,CompShg,1,HdBoard,None,0.0,4,3,CBlock,3,3,1,4,830.0,2,290.0,136.0,1256.0,GasA,4,Y,5,1256,0,0,1256,1.0,0.0,1,1,3,1,3,6,8,0,0,Attchd,1965.0,3,1.0,276.0,3,3,3,736,68,0,0,0,0,0,0,NA,0,6,2008,1,147500,2376.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
41,528110050,20,RL,107.0,13891,Pave,NA,4,Lvl,3,Inside,3,3,Norm,Norm,1Fam,1Story,10,5,2006,2006,Gable,CompShg,3,VinylSd,NA,99.69590931493346,5,3,PConc,5,4,4,6,1386.0,1,0.0,690.0,2076.0,GasA,5,Y,5,2076,0,0,2076,1.0,0.0,2,1,2,1,5,7,8,1,4,Attchd,2006.0,3,3.0,850.0,3,3,3,216,229,0,0,0,0,0,0,NA,0,9,2006,3,465000,3462.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
42,923275040,85,RL,69.05520046484602,9101,Pave,NA,3,Lvl,3,Corner,3,2,Norm,Norm,1Fam,SFoyer,5,6,1978,1978,Gable,CompShg,2,Plywood,BrkFace,104.0,3,4,PConc,4,3,3,6,1097.0,1,0.0,0.0,1097.0,GasA,5,Y,5,1110,0,0,1110,1.0,0.0,1,0,1,1,4,4,8,1,3,Attchd,1978.0,3,2.0,602.0,3,3,3,303,30,0,0,0,0,0,0,NA,0,7,2009,1,165500,2207.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
